run_id,queue_type,mode,customer_name,arrival,start,waiting_time,service_time,status,was_helpful,satisfaction_rating
SENS_210,Random,RNG,Random_Customer_1,0.0,0.0,0.0,2.433310567077952,reneged,,
SENS_210,Random,RNG,Random_Customer_2,3.1313366087846,3.2000000000000015,0.06866339121540133,1.637220302878243,served,,
SENS_210,Random,RNG,Random_Customer_3,3.83763997717764,3.900000000000002,0.06236002282236219,1.5914170263167973,served,,
SENS_210,Random,RNG,Random_Customer_4,3.965843865799049,4.000000000000002,0.03415613420095287,1.5539404231187364,served,,
SENS_210,Random,RNG,Random_Customer_5,4.379270327292273,4.837220302878245,0.4579499755859713,1.900011063188542,served,,
SENS_210,Random,RNG,Random_Customer_8,5.53078962093927,5.553940423118738,0.023150802179467966,1.870620327228659,served,,
SENS_210,Random,RNG,Random_Customer_6,4.982742913001074,5.4914170263168,0.5086741133157258,2.2520550694570165,served,,
SENS_210,Random,RNG,Random_Customer_7,5.497714809110536,6.737231366066787,1.239516556956251,1.883784557085777,served,,
SENS_210,Random,RNG,Random_Customer_11,8.898770936402979,8.921015923152563,0.022244986749583973,2.413596539411831,reneged,,
SENS_210,Random,RNG,Random_Customer_9,7.309928244670885,7.424560750347397,0.11463250567651251,2.3189569012944156,served,,
SENS_210,Random,RNG,Random_Customer_10,8.21794129216121,8.243472095773814,0.025530803612603847,2.1664513590795367,served,,
SENS_210,Random,RNG,Random_Customer_14,10.171827270719875,10.40992345485335,0.23809618413347522,2.436578291594221,reneged,,
SENS_210,Random,RNG,Random_Customer_12,9.395284608244278,9.421015923152561,0.025731314908282954,1.5370262533093269,served,,
SENS_210,Random,RNG,Random_Customer_13,9.906828566462863,9.943517651641812,0.0366890851789492,1.7765023677483602,served,,
SENS_210,Random,RNG,Random_Customer_15,11.298991802513797,11.309923454853347,0.010931652339550624,1.9225841201141054,served,,
SENS_210,Random,RNG,Random_Customer_16,12.743726844205527,12.758042176461881,0.014315332256353841,1.907788972793046,served,,
SENS_210,Random,RNG,Random_Customer_17,13.292195815759658,13.320020019390167,0.027824203630508748,2.085457477035632,served,,
SENS_210,Random,RNG,Random_Customer_18,13.784423292564817,13.832507574967451,0.04808428240263396,2.0117180734565623,served,,
SENS_210,Random,RNG,Random_Customer_22,14.833011211170103,15.844225648424013,1.0112144372539102,2.223278253724902,reneged,,
SENS_210,Random,RNG,Random_Customer_20,14.511771253955029,14.665831149254927,0.1540598952998984,2.0432944927174814,served,,
SENS_210,Random,RNG,Random_Customer_24,15.25822332668771,15.4054774964258,0.1472541697380887,2.053557832517682,served,,
SENS_210,Random,RNG,Random_Customer_19,14.393501479036775,15.844225648424013,1.4507241693872377,1.6972146563058954,served,,
SENS_210,Random,RNG,Random_Customer_23,14.920061677029725,16.70912564197241,1.7890639649426845,1.9625290908253672,served,,
SENS_210,Random,RNG,Random_Customer_27,16.69697387208646,17.541440304729907,0.844466432643447,1.9142968799508724,served,,
SENS_210,Random,RNG,Random_Customer_28,16.77932283559218,17.459035328943482,0.6797124933513032,2.0121450714078897,served,,
SENS_210,Random,RNG,Random_Customer_25,15.96926413642701,18.671654732797776,2.7023905963707673,1.5309707825665209,served,,
SENS_210,Random,RNG,Random_Customer_29,18.904435006848534,19.45573718468078,0.5513021778322447,1.759404428865033,served,,
SENS_210,Random,RNG,Random_Customer_32,20.03737801586158,21.21514161354581,1.1777635976842298,2.238418968132647,reneged,,
SENS_210,Random,RNG,Random_Customer_26,16.597270066502517,19.471180400351372,2.8739103338488547,2.0284663056332004,served,,
SENS_210,Random,RNG,Random_Customer_30,19.096323665365645,20.202625515364296,1.1063018499986512,1.7106718797632743,served,,
SENS_210,Random,RNG,Random_Customer_21,14.629321813298244,21.21514161354581,6.585819800247567,2.1311587095737092,served,,
SENS_210,Random,RNG,Random_Customer_34,21.589299457436976,21.91329739512757,0.3239979376905957,1.5515119200317353,served,,
SENS_210,Random,RNG,Random_Customer_31,19.893463099356516,21.499646705984574,1.6061836066280577,2.2419146318063623,served,,
SENS_210,Random,RNG,Random_Customer_33,20.71013745754544,23.464809315159307,2.754671857613868,1.7368736700183884,served,,
SENS_210,Random,RNG,Random_Customer_40,24.830065584450853,25.201682985177698,0.37161740072684424,2.435658835003199,reneged,,
SENS_210,Random,RNG,Random_Customer_36,23.17603411913214,23.34630032311952,0.17026620398738146,2.026623046451955,served,,
SENS_210,Random,RNG,Random_Customer_35,22.619509929853425,23.741561337790937,1.1220514079375121,1.8991502627240338,served,,
SENS_210,Random,RNG,Random_Customer_37,24.06752520003874,25.372923369571478,1.3053981695327366,1.598880247098451,served,,
SENS_210,Random,RNG,Random_Customer_38,24.52441064240503,25.201682985177698,0.6772723427726675,1.9653083238997047,served,,
SENS_210,Random,RNG,Random_Customer_41,25.54903258288605,25.640711600514972,0.09167901762892328,2.0545126675263456,served,,
SENS_210,Random,RNG,Random_Customer_44,26.50416528426129,26.971803616669927,0.4676383324086366,2.2140575854824225,served,,
SENS_210,Random,RNG,Random_Customer_46,27.720608953812924,29.18586120215235,1.465252248339425,2.1786605278409192,reneged,,
SENS_210,Random,RNG,Random_Customer_42,26.021591794198795,27.166991309077403,1.1453995148786085,2.1116735505549724,served,,
SENS_210,Random,RNG,Random_Customer_45,27.010897371950065,27.69522426804132,0.6843268960912532,2.2635860146459774,served,,
SENS_210,Random,RNG,Random_Customer_47,28.741736704684655,29.278664859632375,0.5369281549477201,2.0205884547167616,served,,
