run_id,queue_type,mode,customer_name,arrival,start,waiting_time,service_time,status,was_helpful,satisfaction_rating
SENS_202,FIFO,RNG,FIFO_Customer_1,0.0,0.0,0.0,2.1414203679258987,served,,
SENS_202,FIFO,RNG,FIFO_Customer_2,1.0819407091324105,1.0819407091324105,0.0,1.73001866633082,served,,
SENS_202,FIFO,RNG,FIFO_Customer_3,1.5848556001297887,2.1414203679258987,0.5565647677961101,1.9936157740671756,served,,
SENS_202,FIFO,RNG,FIFO_Customer_4,2.242599884501484,2.81195937546323,0.5693594909617463,2.2133459284539994,served,,
SENS_202,FIFO,RNG,FIFO_Customer_5,3.6272728890555888,4.135036141993075,0.5077632529374858,2.128840419084253,served,,
SENS_202,FIFO,RNG,FIFO_Customer_6,3.886578020883047,5.0253053039172295,1.1387272830341826,1.9775360031487816,served,,
SENS_202,FIFO,RNG,FIFO_Customer_7,5.373622762197868,6.2638765610773275,0.8902537988794599,1.9275953493010125,served,,
SENS_202,FIFO,RNG,FIFO_Customer_8,6.107516279635883,7.002841307066011,0.8953250274301281,1.841697406536993,served,,
SENS_202,FIFO,RNG,FIFO_Customer_9,6.232521800307437,8.19147191037834,1.9589501100709024,1.9577614887732055,served,,
SENS_202,FIFO,RNG,FIFO_Customer_10,10.101482168195979,10.101482168195979,0.0,1.8911897701551856,served,,
SENS_202,FIFO,RNG,FIFO_Customer_11,10.691360842331164,10.691360842331164,0.0,2.1385406019076325,served,,
SENS_202,FIFO,RNG,FIFO_Customer_12,11.022947005763186,11.992671938351165,0.9697249325879795,1.8655798236355408,served,,
SENS_202,FIFO,RNG,FIFO_Customer_13,11.764005696723084,12.829901444238796,1.0658957475157127,2.3770341951877763,served,,
SENS_202,FIFO,RNG,FIFO_Customer_15,14.517453943921964,15.206935639426572,0.6894816955046075,2.32537425007523,reneged,,
SENS_202,FIFO,RNG,FIFO_Customer_14,13.975650239215323,13.975650239215323,0.0,1.7379665948526049,served,,
SENS_202,FIFO,RNG,FIFO_Customer_16,15.964305941630737,15.964305941630737,0.0,2.1447144398950733,reneged,,
SENS_202,FIFO,RNG,FIFO_Customer_17,18.097732401501236,18.097732401501236,0.0,2.1927030779626615,reneged,,
SENS_202,FIFO,RNG,FIFO_Customer_18,18.311604436602867,18.311604436602867,0.0,1.6345071782018334,served,,
SENS_202,FIFO,RNG,FIFO_Customer_19,18.64811664938524,18.64811664938524,0.0,1.6787552640656984,served,,
SENS_202,FIFO,RNG,FIFO_Customer_21,19.24127022613046,20.32687191345094,1.0856016873204801,1.7549752283940523,served,,
SENS_202,FIFO,RNG,FIFO_Customer_20,18.8342496021166,19.9461116148047,1.1118620126880998,2.2800484163910024,served,,
SENS_202,FIFO,RNG,FIFO_Customer_23,21.851730538953568,22.226160031195704,0.37442949224213606,2.3198266369158813,reneged,,
SENS_202,FIFO,RNG,FIFO_Customer_24,22.2069388923176,22.226160031195704,0.019221138878105393,1.7502740375760966,served,,
SENS_202,FIFO,RNG,FIFO_Customer_22,20.064819363305947,22.081847141844992,2.0170277785390454,1.9943714671076704,served,,
SENS_202,FIFO,RNG,FIFO_Customer_25,22.723787088948423,23.976434068771802,1.2526469798233784,1.7118121248239506,served,,
SENS_202,FIFO,RNG,FIFO_Customer_27,23.488236697240435,25.688246193595752,2.2000094963553174,2.360476811996911,reneged,,
SENS_202,FIFO,RNG,FIFO_Customer_26,23.420725734416795,24.07621860895266,0.6554928745358666,2.2114429658378083,served,,
SENS_202,FIFO,RNG,FIFO_Customer_29,24.80649651711515,26.28766157479047,1.4811650576753195,2.491665640571557,reneged,,
SENS_202,FIFO,RNG,FIFO_Customer_28,24.64554172452496,25.688246193595752,1.0427044690707916,2.456472511324042,served,,
SENS_202,FIFO,RNG,FIFO_Customer_30,29.40268617456601,29.40268617456601,0.0,1.6549805527509975,served,,
SENS_202,FIFO,RNG,FIFO_Customer_31,29.407289865920724,29.407289865920724,0.0,2.1680925393082875,served,,
SENS_202,FIFO,RNG,FIFO_Customer_32,30.384524082175247,31.05766672731701,0.6731426451417626,2.2615555160277947,served,,
SENS_202,FIFO,RNG,FIFO_Customer_33,31.134965329876348,31.57538240522901,0.44041707535266283,2.0689768394180286,served,,
SENS_202,FIFO,RNG,FIFO_Customer_34,31.604555241835318,33.319222243344804,1.7146670015094863,1.7421624316304691,served,,
SENS_202,FIFO,RNG,FIFO_Customer_35,34.217846297004044,34.217846297004044,0.0,2.0228657877999727,served,,
SENS_202,FIFO,RNG,FIFO_Customer_36,35.360067948905815,35.360067948905815,0.0,1.9520231862649542,served,,
SENS_202,FIFO,RNG,FIFO_Customer_37,35.814471009867766,36.24071208480402,0.4262410749362502,2.38239238335667,served,,
SENS_202,FIFO,RNG,FIFO_Customer_38,35.98769227977527,37.31209113517077,1.3243988553955006,2.434001467527869,served,,
SENS_202,FIFO,RNG,FIFO_Customer_39,37.297113770614644,38.62310446816068,1.3259906975460396,1.8046667120600097,served,,
