run_id,queue_type,mode,customer_name,arrival,start,waiting_time,service_time,status,was_helpful,satisfaction_rating
SENS_212,Priority,RNG,Priority_Customer_1,0.0,0.0,0.0,1.6185927995092,served,,
SENS_212,Priority,RNG,Priority_Customer_2,1.5615105255807773,1.5615105255807773,0.0,2.2878352910168136,served,,
SENS_212,Priority,RNG,Priority_Customer_3,2.912901492302116,2.912901492302116,0.0,2.230284947460462,served,,
SENS_212,Priority,RNG,Priority_Customer_4,2.977441370362466,2.977441370362466,0.0,2.193462739298487,served,,
SENS_212,Priority,RNG,Priority_Customer_8,3.5760434510436845,3.849345816597591,0.2733023655539064,1.6322093692480384,served,,
SENS_212,Priority,RNG,Priority_Customer_5,3.252728995055992,5.1709041096609525,1.9181751146049604,1.590643968563997,served,,
SENS_212,Priority,RNG,Priority_Customer_9,3.592446138901714,5.143186439762578,1.5507403008608645,2.3097126647393615,served,,
SENS_212,Priority,RNG,Priority_Customer_6,3.335755140005994,5.481555185845629,2.1458000458396347,2.1547811536267565,served,,
SENS_212,Priority,RNG,Priority_Customer_13,5.92830731280957,6.7615480782249495,0.83324076541538,1.726619445134209,served,,
SENS_212,Priority,RNG,Priority_Customer_17,7.547333677859666,7.636336339472385,0.08900266161271908,1.626054502776009,served,,
SENS_212,Priority,RNG,Priority_Customer_10,3.8595911469294286,9.262390842248394,5.402799695318965,2.4375266827595734,reneged,,
SENS_212,Priority,RNG,Priority_Customer_11,4.577355814730179,9.262390842248394,4.685035027518214,2.3820575766514085,reneged,,
SENS_212,Priority,RNG,Priority_Customer_15,7.0138287256432434,7.45289910450194,0.4390703788586965,2.4377006945364084,served,,
SENS_212,Priority,RNG,Priority_Customer_7,3.449165756023616,8.48816752335916,5.039001767335543,2.394986384426214,served,,
SENS_212,Priority,RNG,Priority_Customer_12,5.837469727229843,9.262390842248394,3.4249211150185506,1.815996103293567,served,,
SENS_212,Priority,RNG,Priority_Customer_14,6.954173789598679,9.890599799038348,2.9364260094396695,1.7629079757432167,served,,
SENS_212,Priority,RNG,Priority_Customer_19,10.430850681701786,10.883153907785374,0.452303226083588,2.389108821801149,served,,
SENS_212,Priority,RNG,Priority_Customer_20,10.750979640813096,11.078386945541961,0.32740730472886526,2.2010429591711693,served,,
SENS_212,Priority,RNG,Priority_Customer_16,7.417278642858646,11.653507774781565,4.236229131922919,1.8914478044977474,served,,
SENS_212,Priority,RNG,Priority_Customer_18,9.732932756000777,13.272262729586522,3.5393299735857457,1.7148085182223833,served,,
SENS_212,Priority,RNG,Priority_Customer_22,13.973116535450021,13.973116535450021,0.0,1.7673036270751887,served,,
